accuracy,auc,f1_0,f1_1,precision_0,precision_1,recall_0,recall_1,test_participants,train_participants
0.834191892,0.878107911,0.62876638,0.885628719,0.903348743,0.822579505,0.533772141,0.962683805,"7, 11","5, 9, 12, 17, 18"
0.873190709,0.949603264,0.869389998,0.865913453,0.919817371,0.819784576,0.82426798,0.918078497,"7, 9","5, 11, 12, 17, 18"
0.787040978,0.863846495,0.316325932,0.873643302,0.7269847,0.790761113,0.220628391,0.977921953,"5, 18","7, 9, 11, 12, 17"
0.766145182,0.86574109,0.533467962,0.833184843,0.828759557,0.738513289,0.394039397,0.96207287,"5, 17","7, 9, 11, 12, 18"
0.820471163,0.887903649,0.639769037,0.867993611,0.841602469,0.791969042,0.522048806,0.961475683,"5, 12","7, 9, 11, 17, 18"
0.803042884,0.833712851,0.450436247,0.879997899,0.808298368,0.803486397,0.314969728,0.973381213,"5, 11","7, 9, 12, 17, 18"
0.853436394,0.908721868,0.697855901,0.873335366,0.847948074,0.817148745,0.617001371,0.937890548,"5, 9","7, 11, 12, 17, 18"
0.847501989,0.900785202,0.663296733,0.894067223,0.813649123,0.845809504,0.577835032,0.948656526,"5, 7","9, 11, 12, 17, 18"
0.748936924,0.853186655,0.138601824,0.853054029,0.674556213,0.751232877,0.077235772,0.986804223,18,"5, 7, 9, 11, 12, 17"
0.726725941,0.887603987,0.629826426,0.783419689,0.913669065,0.662925289,0.480540541,0.957446809,17,"5, 7, 9, 11, 12, 18"
0.823114719,0.935463165,0.790697674,0.846836848,0.948453608,0.75494723,0.677936714,0.964195451,12,"5, 7, 9, 11, 17, 18"
0.800521512,0.813662974,0.486385677,0.876224719,0.851174935,0.79419912,0.340469974,0.977145148,11,"5, 7, 9, 12, 17, 18"
0.858858414,0.957928138,0.881089183,0.826404085,0.942796044,0.754327563,0.826963658,0.913709677,9,"5, 7, 11, 12, 17, 18"
0.880589599,0.947678761,0.850445966,0.900620262,0.904278783,0.866348449,0.80266249,0.93771527,7,"5, 9, 11, 12, 17, 18"
0.821134021,0.856051606,0.491947291,0.891460744,0.756756757,0.829452852,0.364425163,0.963488844,5,"7, 9, 11, 12, 17, 18"
